Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-12-26 00:00:00-05:00,69.03200514767786,70.28263849577442,69.00292185530243,70.26567077636719,93121200,0.0,0.0
2019-12-27 00:00:00-05:00,70.55892172291023,71.2496793518626,69.83180998644731,70.2389907836914,146266000,0.0,0.0
2019-12-30 00:00:00-05:00,70.15661603116622,70.93947600226326,69.12896669920283,70.65589904785156,144114400,0.0,0.0
2019-12-31 00:00:00-05:00,70.27051535514738,71.17940522249022,70.17114250873013,71.17213439941406,100805600,0.0,0.0
2020-01-02 00:00:00-05:00,71.79987336808419,72.85661316556887,71.54538716413333,72.7960205078125,135480400,0.0,0.0
2020-01-03 00:00:00-05:00,72.02041625768727,72.8517455706424,71.86287686024052,72.0882797241211,146322800,0.0,0.0
2020-01-06 00:00:00-05:00,71.2060546839858,72.70147701872006,70.95398721004992,72.6626968383789,118387200,0.0,0.0
2020-01-07 00:00:00-05:00,72.67242456786943,72.92933689964593,72.10043330740585,72.32099151611328,108872000,0.0,0.0
2020-01-08 00:00:00-05:00,72.02285002693742,73.78730773933461,72.02285002693742,73.48434448242188,132079200,0.0,0.0
2020-01-09 00:00:00-05:00,74.46595006478736,75.2391129669444,74.21388993487531,75.04521942138672,170108400,0.0,0.0
2020-01-10 00:00:00-05:00,75.2803114353719,75.7820203631842,74.71073903398334,75.2148666381836,140644800,0.0,0.0
2020-01-13 00:00:00-05:00,75.53238647587344,76.84845721797936,75.41361983783602,76.82179260253906,121532000,0.0,0.0
2020-01-14 00:00:00-05:00,76.75877365398091,76.96963489713302,75.66083510787959,75.78443908691406,161954400,0.0,0.0
2020-01-15 00:00:00-05:00,75.58329005054169,76.46794145974869,75.02583310750762,75.45967864990234,121923600,0.0,0.0
2020-01-16 00:00:00-05:00,76.00500479670342,76.51641067102332,75.64144885255202,76.40491485595703,108829200,0.0,0.0
2020-01-17 00:00:00-05:00,76.65456395302934,77.2532197632974,76.34675588571396,77.25080108642578,137816400,0.0,0.0
2020-01-21 00:00:00-05:00,76.87753299634672,77.32106795018944,76.58911138390374,76.72726440429688,110843200,0.0,0.0
2020-01-22 00:00:00-05:00,77.21443963018976,77.55618313962266,76.90663156263895,77.00115966796875,101832400,0.0,0.0
2020-01-23 00:00:00-05:00,77.05448142476102,77.45196545033632,76.50429530744599,77.37198638916016,104472000,0.0,0.0
2020-01-24 00:00:00-05:00,77.61919405852058,78.36569234251847,76.95751957755354,77.14899444580078,146537600,0.0,0.0
2020-01-27 00:00:00-05:00,75.14945240379787,75.56390419530965,73.89397405733017,74.88042449951172,161940000,0.0,0.0
2020-01-28 00:00:00-05:00,75.76504526001489,77.17079167416017,75.66567243400732,76.99871063232422,162234000,0.0,0.0
2020-01-29 00:00:00-05:00,78.63716113897716,79.46121987792021,77.89308146084672,78.6104965209961,216229200,0.0,0.0
2020-01-30 00:00:00-05:00,77.68949101302144,78.5499038706555,77.25564547406604,78.49658203125,126743200,0.0,0.0
2020-01-31 00:00:00-05:00,77.78402044785376,78.20816913725739,74.72045890317577,75.01615142822266,199588400,0.0,0.0
2020-02-03 00:00:00-05:00,73.75338735630919,75.98077426743717,73.24925964840867,74.81012725830078,173788400,0.0,0.0
2020-02-04 00:00:00-05:00,76.42189769874481,77.47136687395663,76.01471673589147,77.27989196777344,136616400,0.0,0.0
2020-02-05 00:00:00-05:00,78.411751069267,78.71229570893303,77.30412280540882,77.91004943847656,118826800,0.0,0.0
2020-02-06 00:00:00-05:00,78.18148791656665,78.82376854121485,77.62161241012203,78.82134246826172,105425600,0.0,0.0
2020-02-07 00:00:00-05:00,78.31844658012572,78.568680490216,77.25677448183865,77.74995422363281,117684000,0.1925,0.0
2020-02-10 00:00:00-05:00,76.328729971042,78.1192398071289,76.2485610979256,78.1192398071289,109348800,0.0,0.0
2020-02-11 00:00:00-05:00,78.61728539819471,78.69016619390229,77.4292765293241,77.6479263305664,94323200,0.0,0.0
2020-02-12 00:00:00-05:00,78.09981497456799,79.49675383168847,78.09981497456799,79.49189758300781,113730400,0.0,0.0
2020-02-13 00:00:00-05:00,78.7606332204107,79.25381310902549,78.5565595507205,78.92583465576172,94747600,0.0,0.0
2020-02-14 00:00:00-05:00,78.89422750170591,79.19548537647773,78.43506373229454,78.94525146484375,80113600,0.0,0.0
2020-02-18 00:00:00-05:00,76.61539889824193,77.68193472739671,76.4331895126421,77.49972534179688,152531200,0.0,0.0
2020-02-19 00:00:00-05:00,77.74266105137688,78.85292520890516,77.74266105137688,78.62212371826172,93984000,0.0,0.0
2020-02-20 00:00:00-05:00,78.3816197327152,78.87236767412692,77.3077958277377,77.8155517578125,100566000,0.0,0.0
2020-02-21 00:00:00-05:00,77.40739392071207,77.8519889113782,75.43467510110624,76.05418395996094,129554000,0.0,0.0
2020-02-24 00:00:00-05:00,72.21807572698077,73.89925662389693,70.2672211186261,72.44158172607422,222195200,0.0,0.0
2020-02-25 00:00:00-05:00,73.11455813124694,73.49840932047712,69.51409877566901,69.98783874511719,230673600,0.0,0.0
2020-02-26 00:00:00-05:00,69.61127139696013,72.36870817005541,69.60398331830831,71.09809875488281,198054800,0.0,0.0
2020-02-27 00:00:00-05:00,68.29205643823127,69.48248921112302,66.31447434036957,66.45052337646484,320605600,0.0,0.0
2020-02-28 00:00:00-05:00,62.50025939627286,67.63856327010133,62.28403400452035,66.41168212890625,426510000,0.0,0.0
2020-03-02 00:00:00-05:00,68.57875558588971,73.23359905284,67.47092308130068,72.59465026855469,341397200,0.0,0.0
2020-03-03 00:00:00-05:00,73.77536734454684,73.85553621045779,69.43391890589473,70.28909301757812,319475600,0.0,0.0
2020-03-04 00:00:00-05:00,72.01886735003644,73.70976836620322,71.21471719102264,73.54942321777344,219178400,0.0,0.0
2020-03-05 00:00:00-05:00,71.79536491446169,72.77443652965138,70.79686089078,71.16371154785156,187572800,0.0,0.0
2020-03-06 00:00:00-05:00,68.51072660724627,70.65351068690394,68.32366098027373,70.21863555908203,226176800,0.0,0.0
2020-03-09 00:00:00-04:00,64.0769619398227,67.56080421303677,63.8947525693777,64.6648941040039,286744800,0.0,0.0
2020-03-10 00:00:00-04:00,67.33003719506628,69.58943133130666,65.44234261328928,69.32218933105469,285290000,0.0,0.0
2020-03-11 00:00:00-04:00,67.39075287348057,68.3212322165363,66.04725520576122,66.9145736694336,255598800,0.0,0.0
2020-03-12 00:00:00-04:00,62.17956017177718,65.59537815986118,60.25056956905768,60.30644607543945,418474000,0.0,0.0
2020-03-13 00:00:00-04:00,64.35393335429514,68.00540938687315,61.4531554433298,67.53166198730469,370732000,0.0,0.0
2020-03-16 00:00:00-04:00,58.78074955113587,62.942409574296256,58.30700586985522,58.84391784667969,322423600,0.0,0.0
2020-03-17 00:00:00-04:00,60.13152411847769,62.585274902506356,57.91828734590941,61.4312858581543,324056000,0.0,0.0
2020-03-18 00:00:00-04:00,58.251119797280516,60.736454476481626,57.60731115559442,59.92744445800781,300233600,0.0,0.0
2020-03-19 00:00:00-04:00,60.102365710205,61.426419675647786,58.941084997822024,59.46827697753906,271857200,0.0,0.0
2020-03-20 00:00:00-04:00,60.05135066055668,61.18105103531312,55.391651251345145,55.69290542602539,401693200,0.0,0.0
